ID,sex,age,marital,Q4,Q5,Q6,Q7,Q15,Q16,Q17,Q18,Q21,Q19,Q24,Q25,Q101_1,Q101_2,Q101_3,Q101_4,Q101_5,Q101_6,Q101_7,Q101_8,Q101_9,Q101_10,Q101_11,Q101_12,Q101_13,Q101_14,Q101_15,Q101_16,Q101_17,Q101_18,Q101_19,Q101_20,Q48,Q95_1,Q95_2,Q95_3,Q95_4,Q95_5,Q95_6,Q95_7,Q95_8,Q95_9,Q95_10,Q95_11,Q95_12,Q95_13,Q95_14,Q95_15,source01
1371,1,22,2,1,2,3,2,1,2,2,2,2,9,1,1,0,0,5,5,5,3,3,3,4,5,4,5,2,4,2,4,4,1,5,2,2,3,3,4,4,4,4,3,3,4,3,3,3,3,5,3,1
1108,2,23,2,1,2,2,2,2, ,2, ,2,9,4,5,1,1,3,2,2,1,3,2,2,2,2,3,2,3,1,1,4,3,3,2,3,3,3,4,5,5,4,4,5,5,3,3,4,4,4,3,1
1142,1,23,2,1,2,3,2,1, ,1, ,2,1,1,4,1,1,4,4,2,1,2,3,4,3,5,5,2,5,4,4,5,1,4,3,3,2,3,2,2,4,3,4,1,4,1,1,3,2,3,3,1
1213,1,23,2, ,2,1,1, ,2,2,2,2,9,2, ,0,0,2,4,2,5,5,3,4,2,1,4,1,4,4,4,3,3,2,2,3,3,4,3,4,4,4,5,3,5,5,5,5,3,3,3,1
1090,1,27,2,1,2,1,1,1,2,2,2,2,9,1,1,1,1,1,3,4,3,3,4,3,1,1,1,2,2,2,1, ,1,1,2,4,4,2,3,4,4,5,4,3,5,4,5,5,5,5,3,1
1294,2,29,2,1,2,2,2,1,1,1,1,2,2,2,2,0,0,4,4,2,4,4,4,2,3,2,4,2,2,1,2,4,3,4,2,4,1,3,2,3,5,5,5,5,3,4,1,3,2,5,3,1
1169,1,30,1,1,3,2,1,2,2,2,2,2,1,1,2,1,0,4,4,4,1,2,3,2,3,1,1,1,3,1,3,3,1,3,1,5,3,3,3,5,5,5,5,5,5,3,3,3,3,3,3,1
1093,1,39,2,1,2,1,1,2,2,2,2,2,9,1,1,1,1,1,3,5,3,3,5,1,1,1,2,1,3,1,2,3,2,2,3,5,1,1,1,5,3,5,3,3,3,3,4,3,3,3,3,1
1199,1,40,1,1,3,2,2,1,2,2, ,2,3,2,2,1,0,4,4,2,4,4,2,2,2,2,3,2,2,1,3,4,1,3,2,4,3,3,3,2,2,4,2,4,4,4,4,3,3,5,3,1
1084,1,51,2,1,2,1,1, , ,2, ,2,9,1,1,1,1,1,2,5,3,3,4,4,1,1,1,1,1,1,1,1,1,1,2,5,4,4,4,4,4,5,5,4,3,4,3,5,4,5,3,1
1148,2,53,1,1,3,1,1,2, ,2, ,2,1,2,1,0,1,4,2,5,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,2,5,5,5,5,5,5,3,3,3,3,4,3,1
1182,1,55,2,1,2,1,1,2, ,2, ,2,1,2,1,1,0,3,4,2,2,3,4,2,1,2,1,1,2,1,1,3,1,3,2,4,3,3,3,4,3,4,4,4,5,3,3,3,3,3,3,1
1194,1,55,1,1,3,1,1,2, ,2, ,2,2,2,1,1,0,4,4,5,4,4,3,4,1,1,2,1,3,1,3,4,2,3,2,3,3,4,3,4,4,5,3,3,5,1,1,1,1,3,3,1
1156,2,58,1,1,2,1,1,1,1,1,1,2,9,1,2,1,0,2,3,2,1,3,3,1,1,1,1,1,2,1,3,2,1,2,1,1,2,2,4,4,4,5,5,5,5,3,3,1,4,5,3,1
1221,2,58,2,1,3,1,1,2,2,2,2,2,2,2,1,0,0,3,4,3,1,1,4,2,1,1,1,2,2,1,2,2,1,1,2,3,3,4,4,4,4,4,3,4,4,4,3,4,5,4,3,1
1101,2,18,2,1,2,1,1,1,2,2,2,2,9,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,3,1,3,3,1,2,1,4,4,3,4,3,4,3,2,2,2,3,3,2,2,2,2,1
1163,2,18,2,1,2,1,1,1,2, ,2,2,9,1,1,1,0,3,3,5,1,3,1,2,1,1,3,2,3,2,3,3,2,3,3,1,3,3,3,4,3,3,3,3,3,2,2,3,2,2,2,1
1214,1,19,2,1,2,2,2,1,1,2,4, ,4,1,3,0,0,3,3,4,3,2,1,3,3,3,5,3,4,3,3,2,2,4,4,2,2,2,4,4,5,2,3,4,2,4,5,3,4,3,2,1
1252,2,19,2,1,3,1,2,2,2,2,2,2,1,2,1,1,0,4,5,1,3,4,4,3,2,1,2,1,2,1,2,4,1,2,1,4,3,3,4,4,5,4,4,4,3,1,2,3,2,4,2,1
1345,1,19,2,1,3,2,2,1,2,2,2,2,1,2,3,1,0,5,5,2,3,3,4,1,3,1,1,2,3,1,4,5,2,3,2,3,4,4,4,4,4,4,4,4,4,4,3,5,3,2,2,1
1126,2,20,2,1,3,2,2,1,1,2, ,2,9,2,5,1,1,2,2,1,2,3,3,1,2,1,2,1,2,1,1,3,1,2,1,4,2,2,2,5,3,4,2,1,4,2,2,5,3,4,2,1
1181,1,20,2,1,4,1,2,1,1,2,2,2,2,2,2,1,0,3,2,1,1,3,3,2,2,2,1,1,2,1,1,3,1,2,2,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,2,1
1190,2,20,2,1,2,2,2,2,2,2,2,2,9,1,5,1,0,3,3,2,1,1,2,2,2,1,1,2,1,1,4,4,2,2,1,3,3,4,4,5,3,4,4,3,4,2,2,5,2,4,2,1
1263,2,20,2,1,2,3,2,1,2,2,4,1,1,2,1,1,0,4,3,2,3,3,4,2,3,2,4,2,2,2,3,4,2,2,2,4,4,4,4,3,4,4,4,4,4,2,2,3,2,2,2,1
1286,1,20,2,1,2,3,2,2, ,2,2,2,2,3,2,0,0,3,3,2,2,2,4,3,3,2,2,2,3,2,3,3,2,2,2,2,4,2,2,4,4,4,3,3,4,3,3,4,3,3,2,1
1328,2,20,3,1,4,1,2,1,2,2,2,2,2,2,1,1,0,5,5,1,1,2,1,2,3,1,2,2,1,1,1,4,1,4,2,3,2,2,2,2,2,2,2,2,2,2,1,4,3,4,2,1
1336,2,20,2,1,2,3,2,2,2,2,2,2,2,2,3,1,0,5,3,2,4,4,4,2,4,1,1,2,2,2,2,4,2,2,2,4,1,1,1,4,4,4,5,5,5,4,4,4,3,2,2,1
1212,2,21,2,1,2,2,1,2, ,2, ,2,1,2,2,0,0,3,3,3,1,1,3,3,3,1,2,2,3,1,3,3,1,3,3,4,3,3,3,3,4,3,3,3,3,2,2,2,2,3,2,1
1258,1,21,2,1,2,2,2,2, ,2, ,2,2,2,2,1,0,3,2,2,2,3,4,2,1,2,2,1,3,1,4,4,2,4,2,4,4,2,4,4,4,2,2,2,4,2,2,4,2,4,2,1
1267,2,21,2,1,2,2,2,1,2,2,2,2,1,2,2,1,0,4,3,2,1,1,4,2,3,1,1,2,3,1,2,2,1,2,2,3,1,1,2,4,3,3,3,3,4,2,2,4,4,4,2,1
1299,1,21,2,1,2,2,2,1,2,1,2,2,9,3,3,0,0,3,4,2,2,3,4,3,3,3,1,2,4,1,3,5,2,2,2,3,3,4,3,4,4,3,4,3,2,3,3,4,2,2,2,1
1396,1,21,2,1,2,2,1,2,2,2,2, ,9,1, ,0,0,3,3,4,2,2,2,4,3,2,2,2,4,2,3,4,3,4,3,2,4,3,4,4,3,3,3,3,4,2,2,2,2,2,2,1
1170,2,22,2,1,2,2,2,2,2,2,2,2,9,2,1,1,0,2,1,3,1,3,2,2,1,1,2,1,1,1,1,3,1,1,2,2,3,4,2,4,2,4,4,4,4,4,1,5,3,4,2,1
1342,1,22,2,1,3,2,1,1,2,2,2,2,9,2,3,1,0,4,4,1,2,4,4,2,2,1,1,1,4,2,4,4,2,4,4,4,4,5,5,5,2,2,2,3,5,2,4,4,2,4,2,1
1187,2,23,2,1,2,3,2,1,2,1,2,2,9,3,1,1,0,3,3,2,1,3,3,2,4,1,2,1,3,3,3,3,3,3,2,4,2,4,2,4,4,4,4,2,3,4,4,4,4,4,2,1
1131,1,25,2,1,2,1,1,1,2,2,2,2,9,2,2,1,1,3,3,4,2,2,3,2,4,2,3,2,2,2,2,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,1
1303,2,29,1,1,2,2,2,2,2,2,2,2,1,2,1,0,0,5,5,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,4,4,4,4,4,4,5,2,5,2,4,2,1
1255,1,19,2,1,3,1,2,2,2,2,2,2,2,2,3,1,0,4,4,2,2,4,5,1,1,1,1,1,1,1,3,4,1,2,2,4,2,4,2,5,5,5,5,2,5,4,2,5,2,4,1,1
1089,2,20,2,1,2,2,2,1,1,1,1,2,9,2,1,1,1,1,5,2,1,1,3,2,1,1,1,1,5,4,4,5,4,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1216,2,20,1,1,2,2,1,1,2,2,2, ,9,2,3,0,0,3,4,1,1,4,1,1,1,1,1,1,2,1,1,4,1,2,2,5,2,3,3,2,4,3,4,1,5,2,1,1,1,3,1,1
1225,2,20,2,1,2,3,2,1,1,2, ,2,3,2,2,0,0,3,3,3,1,3,2,2,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,4,4,4,4,4,4,1,1,1,1,3,1,1
1103,1,28,2,1,2,1,3,2,1,2, ,2,1,2,1,1,1,1,1,1,1,1,4,2,2,2,1,1,1,1,1,1,1,1,1,3,3,4,4,4,5,5,5,5,5,1,1,1,1,1,1,1
1088,1,30,2,1,2,3,2,1,1,1,1,2,9,1,1,1,1,1,1,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,3,2,3,3,3,5,1,1,1,1,1,1,1
1256,1,35,3,1,2,2,2,2,2,2,2,2,2,1,1,1,0,4,4,5,3,3,2,4,2,2,2,2,2,2,2,3,2,2,2,3,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,1
1136,1,42,2,1,4,2,1,2, ,2, ,2,3,2,3,1,1,2,3,3,1,1,3,2,2,2,1,1,1,1,1,2,2,1,1,3,1,3,4,5,5,5,5,5,3,4,4,3,4,3,1,1
1095,1,44,1,1,2,1,1,1,2,2, ,2,9,2,1,1,1,3,1,5,1,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,1,1,1,1,1
1012,2,18,2,1,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
1067,2,18,3,1,2,1,1,1,2,2,2,2,9,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
1070,2,18,2,1,3,1,3,1,1,2,2,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
1262,3,18,2,1,2,1,1,1,2,2, ,2,9,1,2,1,0,2,4,2,2,3,5,2,2,1,4,1,4,1,4,4,2,4,2,5, , , , , , , , , , , , , , , ,1
1018,1,19,2,1,3,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
1038,1,19,2,1,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
1021,2,20,2,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
1032,2,20,2,1,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
1042,2,20,2,1,2,2,2,1,2,1,2,2,1,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
1052,2,20,2,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
1013,1,21,2,1,3,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
1124,2,21,2,1,2,3,2, , ,2, ,2,9,1,2,1,1,3,3,2,2,2,4,2,1,2,3,3,1,1,1,2,1,1,3,3, , , , , , , , , , , , , , , ,1
1004,1,22,2,1,2,1,1,2,2,2,2,2,9,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
1030,2,22,2,1,3,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
1273,2,22,2,1,3,2,1,2,4,2,4,2,9,3,1,1,0,4,4,1,1,2,3,3,2,1,3,1,1,1,1,2,1,1,3,1, , , , , , , , , , , , , , , ,1
1382,2,22,2,1,2,2,2,2,2,2,2,2,1,6,2,0,0,2,4,2,1,1,3,1,1,1,1,1,3,1,3,4,1,3,1,1, , , , , , , , , , , , , , , ,1
1003,2,23,2,1,3,2,2,1,2,1,2,2,3,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
1028,1,23,2,1,3,2,2,1,1,1,1,2,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
1071,1,27,2,1,4,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
1025,2,31,2,1,3,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
1072,2,42,1,1,4,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
1365,2,18,2,1,4,5,4,1,1,1,1,1,6,3,7,0,0,5,5,1,1,1,2,3,2,1,3,2,4,1,2,5,1,3,5,2,1,1,1,4,2,1,1,2,3,5,5,5,5,5,5,1
1238,1,19,2,1,2,4,2,1,2, , ,2,3,3,2,1,0,4,4,1,3,4,3,3,2,2,3,2,4,2,3,4,3,3,2,3,1,1,2,4,2,4,4,2,4,4,4,5,4,5,5,1
1331,2,19,2,1,4,4,4,1,1,1,1, ,5,4,7,1,0,5,5,2,3,4,3,3,4,2,2,2,4,2,3,4,2,3,2,4,2,4,4,4,4,4,4,2,2,4,2,4,5,5,5,1
1381,2,19,2,1,4,1,4,2,2,2,2,2,3,2,2,0,0,4,3,1,2,4,3,2,4,2,5,3,5,2,5,5,2,5,2,4,3,3,3,5,5,4,4,4,2,4,2,5,4,5,5,1
1394,2,19,2,1,4,4,4,1,2,1,2,2,6,3,2,0,0,5,5,2,1,4,4,2,3,1,2,2,3,1,4,4,2,3,2,1,2,2,2,5,5,5,5,2,4,2,2,5,4,5,5,1
1107,2,20,2,1,4,1,3,1,2,2,2,2,1,2,4,1,1,2,1,1,1,2,5,1,1,1,1,1,1,1,1,3,1,1,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,1
1145,2,20,2,1,2,4,2,1,1,1,1,2,1,1,1,0,1,2,2,3,2,3,3,4,2,2,2,1,1,1,1,3,2,2,2,4,4,5,5,4,4,4,4,5,5,3,3,4,4,5,5,1
1186,2,20,2,1,4,4,4,1,1,1,1,2,3,2,5,1,0,4,3,1,3,4,3,3,3,2,2,2,3,2,2,4,1,3,4,4,4,4,4,4,4,4,4,4,5,2,3,4,4,5,5,1
1204,2,20,2,1,3,5,2,1,1,1,1,2,1,2,2,0,0,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,4,5,5,5,5,5,5,5,5,3,5,5,5,5,1
1243,2,20,2,1,2,5,2,1,1,1,1,2,1,3,1,1,0,2,3,2,1,1,2,1,1,1,2,2,1,1,3,3,2,2,2,3,2,2,2,4,4,4,4,4,4,4,4,5,5,5,5,1
1344,1,20,2,1,4,4,4,1,2,2,2,2,3,3,5,1,0,5,2,1,1,4,2,2,4,4,4,1,5,2,4,5,3,4,2,1,4,4,4,2,4,4,2,5,5,2,5,4,4,5,5,1
1363,2,21,2,1,3,5,4,1,1,1,1,2,1,1,1,0,0,5,4,3,3,4,3,3,2,1,4,2,2,1,3,3,3,3,2,4,2,2,2,4,4,4,4,4,4,4,4,5,5,5,5,1
1376,2,23,2,1,2,4,3,2,2,2,2, ,1,1,2,0,0,5,4,2,1,1,3,2,1,1,2,2,2,1,2,4,1,2,2,3,2,3,2,4,4,4,4,3,4,3,2,5,4,4,5,1
1201,1,24,2,1,3,3,2,1,1,2, ,2,1,1,1,1,0,4,5,3,2,4,5,3,1,1,1,3,1,1,3,2,1,2,3,2,2,3,3,4,1,4,4,2,4,4,2,3,4,4,5,1
1092,1,27,2,1,2,4,2,2, ,2, ,2,2,1,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,2,4,5,4,5,5,5,5,1
1137,2,45,2,1,4,3,4,1,1,2, ,2,4,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,3,2,2,2,3,4,4,4,5,5,4,4,3,4,5,2,5,5,5,5,1
1146,2,18,1,1,5,1,3,1,2,2,2, ,1,2,3,0,1,3,4,1,3,3,2,2,3,3,2,2,4,5,3,4,2,3,2,3,3,3,4,4,4,4,3,3,5,4,2,5,4,3,4,1
1373,2,18,2,1,3,3,2,1, ,2,2,2,2,3,3,0,0,4,4,2,2,3,4,2,4,2,2,2,4,2,4,4,2,2,2,4,4,4,3,4,4,4,4,4,4,4,2,4,2,4,4,1
1165,2,19,1,1,2,4,2,1,1,1,1,2,2,3,2,1,0,2,2,2,1,1,4,2,2,2,2,1,2,1,2,3,1,2,2,3,1,1,1,5,5,4,4,4,4,4,4,4,4,4,4,1
1208,2,19,2,1,3,5,3,1,1, , ,1,2,3,2,0,0,3,3,1,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,1
1231,2,19,2,1,5,3,4,1,2, ,2,2,4,4,4,1,0,4,4,2,3,4,3,3,4,2,4,3,4,2,3,4,2,4,4,3,3,3,3,4,4,4,3,3,3,4,2,4,3,3,4,1
1233,1,19,1,1,2,5,2,2, ,1,1,2,1,2,3,1,0,4,2,2,3,4,2,2,3,1,3,1,2,1,4,4,2,3,2,4,2,2,2,2,2,2,4,4,5,4,2,4,2,5,4,1
1234,1,19,2,1,3,4,3,2, ,2, ,2,3,3,5,1,0,4,4,1,2,4,4,3,4,2,4,4,2,1,4,5,1,4,2,3,4,4,2,3,2,2,2,2,2,2,4,4,4,4,4,1
1333,2,19,2,1,2,5,3,1,1,1,2,2,2,2,6,1,0,2,3,1,1,1,2,2,1,1,1,1,1,1,1,3,1,3,1,4,3,4,4,4,4,4,4,4,3,4,4,5,4,5,4,1
1348,2,19,2,1,3,3,5,1,2, , ,2,4,1,1,1,0,5,5,2,4,5,3,2,4,3,4,3,4,2,3,4,2,4,3,2,3,3,4,4,5,4,3,3,4,2,2,4,3,3,4,1
1150,2,20,2,1,2,4,3,1,1,2,2,2,1,1,1,1,0,2,4,2,1,4,5,1,3,1,2,2,2,2,2,4,1,4,2,3,5,5,5,5,5,5,5,5,5,4,4,5,4,5,4,1
1162,2,20,2,1,3,4,4,1, ,1, ,2,3,2,4,1,0,2,4,2,1,4,4,3,2,2,3,1,1,1,1,3,1,3,1,1,1,2,3,1,3,1,4,2,4,3,3,4,3,5,4,1
1203,2,20,2,1,2,5,2, ,1,2,2,1,1,3,1,0,0,2,2,2,2,3,2,2,3,3,2,2,3,2,2,2,2,3,3,3,3,4,2,3,2,4,3,2,4,3,2,3,2,2,4,1
1239,2,20,2,1,2,3,3,2,2,2,2,1,2,2,2,1,0,3,4,2,2,4,4,2,1,2,2,2,3,1,3,3,1,2,2,3,2,2,2,2,2,4,3,5,4,5,4,4,3,3,4,1
1244,2,20,2,1,3,5,3,1,1,1,1, ,3,3,3,1,0,5,4,1,3,4,3,2,3,3,3,2,4,2,4,5,2,4,2,3,1,1,1,5,5,3,4,4,3,3,3,3,3,4,4,1
1251,2,20,2,1,3,5,3,1,1,1,1,2,2,3,3,1,0,4,4,1,3,4,2,2,4,2,2,1,1,1,3,4,4,3,2,2,4,4,4,4,4,4,4,4,4,4,2,4,2,2,4,1
1265,2,20,2,1,3,4,2,1,2,2,2,2,3,2,2,1,0,3,3,1,2,4,4,2,2,1,2,1,3,2,3,4,2,4,2,4,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,1
1370,1,20,2,1,3,4,4,1,1,2,2,2,3,4,3,0,0,5,5,2,1,1,3,2,3,4,3,2,3,2,3,3,2,2,2,1,4,4,4,4,4,4,4,4,4,3,2,5,5,5,4,1
1383,2,20,2,1,3,4,3,1,1,1,1,2,3,2,3,0,0,4,4,2,1,1,1,2,1,1,1,2,1,1,1,4,1,1,1,2,2,2,2,5,4,4,4,4,5,2,2,4,2,4,4,1
1198,1,21,2,1,3,4,2,2, ,2, ,2,2,2,3,1,0,2,4,2,2,2,2,2,2,2,2,2,4,2,4,4,2,4,2,3,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1
1296,2,21,2,1,3,4,3,1,2, ,2, ,3,2,5,0,0,3,3,2,1,1,3,2,3,1,3,2,1,1,1,4,2,2,2,4,2,2,2,4,4,4,4,5,5,4,3,4,3,4,4,1
1301,2,21,2,1,4,3,3,1,1,2,2,1,6,3,4,0,0,4,4,2,2,3,3,2,3,2,3,2,3,3,3,3,3,3,2,3,3,4,4,4,4,4,3,3,3,3,3,4,4,3,4,1
1384,1,21,2,1,5,5,4,1,1,2, ,2,2,3,7,0,0,5,5,4,2,2,2,2,4,4,2,2,4,2,2,4,2,3,2,1,3,2,4,4,4,4,4,4,4,1,2,2,4,5,4,1
1117,2,23,2,1,3,3,3,2, ,2, ,2,3,3,3,1,1,2,1,2,1,2,4,2,3,1,1,1,1,1,2,2,2,2,2,3,4,4,4,4,4,4,4,2,4,5,2,4,2,4,4,1
1266,2,23,2,1,4,2,3,1, ,2, ,2,4,4,4,1,0,3,4,2,1,1,4,2,2,1,1,1,1,1,1,2,1,3,3,2,4,3,4,4,2,4,4,3,2,4,3,4,2,3,4,1
1229,2,24,2,1,2,3,3,1,2,2,2,2,1,1,1,0,0,4,4,4,1,1,4,2,2,1,2,2,4,1,4,4,1,2,4,2,2,2,2,4,2,3,3,3,4,4,2,4,2,5,4,1
1380,2,26,2,1,3,5,3,1,1,1,1,2,2,3,6,0,0,5,4,4,1,3,5,2,1,2,3,2,5,2,3,5,2,4,3,1,4,3,2,1,2,2,1,4,4,3,2,4,2,4,4,1
1309,2,28,1,1,4,2,2,1,1,2, ,2,3,2,2,0,0,4,4,2,5,5,4,3,4,2,2,2,5,4,4,4,2,4,2,1,4,4,5,5,4,4,4,5,5,5,3,4,3,5,4,1
1087,1,30,2,1,4,4,4,1,1,2,2,2,4,1,7,1,1,4,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,5,5,5,5,5,5,3,3,3,4,5,4,1
1114,2,30,1,1,3,3,2,1,1,1,1,2,1,1,2,1,1,3,4,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,5,5,5,5,5,5,2,2,2,2,2,4,1
1240,2,18,2,1,2,5,3,1,2,2,2,2,9,1,1,1,0,4,4,4,4,5,3,2,2,4,5,4,4,4,4,4,1,3,3,4,4,4,4,4,4,4,4,4,4,3,2,3,4,4,3,1
1200,2,18,2,1,4,4,4,4,2,2,2,2,3,4,4,1,0,4,3,2,2,3,4,3,2,1,2,3,1,1,3,4,2,2,3,3,4,3,4,2,4,2,2,2,3,4,3,4,3,3,3,1
1236,2,18,2,1,3,5,3,1,1,1,1,2,3,3,6,1,0,4,1,1,1,4,4,1,3,2,1,2,4,1,4,4,1,4,2,3,4,4,4,2,2,4,2,2,5,5,3,5,4,5,3,1
1249,2,18,2,1,3,3,2,2,2,2,2,2,2,3,3,1,0,4,4,2,3,4,2,2,3,2,3,2,3,3,3,4,3,4,2,4,4,4,4,4,4,4,4,4,2,3,2,4,3,4,3,1
1317,2,18,2,1,3,3,3,2,2,2,2,2,6,5,3,0,0,5,5,2,2,4,2,3,3,3,3,2,4,2,3,4,4,5,3,1,2,2,1,5,3,4,4,5,4,1,1,3,2,3,3,1
1323,2,18,2,1,4,5,3,1,1,1,2,2,1,3,5,1,0,4,4,1,4,4,1,1,4,2,2,2,3,5,1,4,1,2,2,4,2,2,2,4,4,2,2,2,4,2,4,2,4,5,3,1
1339,2,18,2,1,2,5,3,2,2,2,2,2,1,2,2,1,0,4,4,1,4,2,2,2,2,2,2,2,2,1,2,2,2,3,2,3,1,1,1,1,1,1,1,5,2,3,3,3,3,3,3,1
1347,1,18,2,1,3,3,2,1,2,2,2,2,3,2,5,1,0,5,5,1,5,5,4,3,2,4,4,1,3,4,4,5,2,4,4,4,3,3,3,4,4,4,4,2,3,5,5,5,4,2,3,1
1352,1,18,2,1,3,4,3,2,2,2,2,2,2,1,4,1,0,5,5,2,2,4,3,4,3,2,4,4,4,4,5,5,4,5,3,1,2,2,4,4,4,3,3,2,4,2,3,3,3,4,3,1
1354,2,18,2,1,4,5,4,1,2,2, , ,3,3,7,0,0,5,3,2,3,3,3,3,4,3,3,4,3,2,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,3,4,3,1
1362,1,18,2,1,4,5,4,1, ,2,2,2,5,1,7,0,0,3,3,1,3,3,3,3,3,2,2,3,3,2,3,5,4,3,2,3,4,2,3,5,5,2,3,3,3,2,3,1,3,2,3,1
1129,2,19,2,1,3,5,3, , ,2, ,2,3,2,3,1,1,4,4,2,1,1,3,3,2,5,1,1,1,1,1,3,1,1,2,2,1,1,1,3,3,3,3,3,3,3,3,3,2,3,3,1
1167,1,19,2,1,4,4,4,1,2,2,2,2,3,3,3,1,0,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1202,2,19,2,1,3,3,2,2,2,2,2,2,2, ,6,1,0,3,4,2,1,2,4,3,4,3,2,2,2,1,1,4,1,3,2,2,4,4,3,5,5,4,4,5,4,4,2,5,4,4,3,1
1219,2,19,2,1,4,5,4,2,2,2,2,1,5,4,7,0,0,4,5,2,3,4,5,3,3,3,4,2,3,3,3,5,3,4,3,4,4,4,2,4,4,2,2,2,2,5,2,5,4,4,3,1
1270,2,19,2,1,3,3,3,1,2,2,2,2,3,2,5,1,0,4,3,1,3,3,4,2,2,2,2,2,2,2,3,4,2,4,1,4,3,2,2,4,4,4,2,2,4,4,4,5,4,5,3,1
1285,2,19,2,1,3,3,2,1,2,2, ,2,3,1,1,0,0,4,4,2,2,3,2,4,3,3,3,2,3,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,2,3,3,3,3,1
1321,2,19,2,1,3,3,4,1,1, , ,2,3,3,3,1,0,5,5,1,1,3,2,2,3,2,5,3,5,5,5,5,5,5,1,3,3,3,4,4,4,4,4,4,3,2,2,3,3,1,3,1
1183,2,20,2,1,3,3,3,2,2,2,2,2,4,1,3,1,0,3,4,2,2,2,3,2,4,2,4,3,3,2,3,4,2,3,3,3,3,3,3,4,4,4,4,3,4,3,2,4,2,2,3,1
1211,1,20,2,1,3,2,3,1,2,2,2,2,2,2,2,0,0,3,3,3,1,2,1,2,2,1,2,1,3,1,3,3,1,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1
1284,2,20,2,1,4,3,3,1,1,2,2,2,4,3,4,0,0,4,4,2,4,4,4,3,3,2,4,2,4,2,4,4,2,4,2,4,3,3,3,4,5,5,5,5,5,2,2,4,2,5,3,1
1312,2,20,2,1,4,2,4,1,1,1,1,1,2,2,4,0,0,3,2,3,3,4,4,3,2,2,3,2,3,1,2,5,2,2,2,3,3,5,4,4,3,5,5,2,3,2,2,2,2,4,3,1
1334,2,20,2,1,2,4,3,1,2,1,2,2,2,2,5,1,0,5,5,2,2,4,2,2,3,3,3,2,4,4,4,4,3,4,3,3,4,4,4,4,4,4,5,5,5,3,3,4,4,4,3,1
